S!R9_4!!!!RSMD1206!!RSMD1206-51,5%,1206!!
S!R9_5!!!!RSMD1206!!RSMD1206-51,5%,1206!!
S!R9_6!!!!RSMD1206!!RSMD1206-51,5%,1206!!
S!R9_7!!!!RSMD1206!!RSMD1206-51,5%,1206!!
S!R9_8!!!!RSMD1206!!RSMD1206-51,5%,1206!!
S!R9_9!!!!RSMD1206!!RSMD1206-51,5%,1206!!
S!R11_1!!!!RSMD1206!!RSMD1206-51,5%,1206!!
S!R11_2!!!!RSMD1206!!RSMD1206-51,5%,1206!!
S!R11_3!!!!RSMD1206!!RSMD1206-51,5%,1206!!
S!R11_4!!!!RSMD1206!!RSMD1206-51,5%,1206!!
S!R11_5!!!!RSMD1206!!RSMD1206-51,5%,1206!!
S!R11_6!!!!RSMD1206!!RSMD1206-51,5%,1206!!
S!R11_7!!!!RSMD1206!!RSMD1206-51,5%,1206!!
S!R11_8!!!!RSMD1206!!RSMD1206-51,5%,1206!!
S!R11_9!!!!RSMD1206!!RSMD1206-51,5%,1206!!
S!R13_1!!!!RSMD1206!!RSMD1206-51,5%,1206!!
S!R13_2!!!!RSMD1206!!RSMD1206-51,5%,1206!!
S!R13_3!!!!RSMD1206!!RSMD1206-51,5%,1206!!
S!R13_4!!!!RSMD1206!!RSMD1206-51,5%,1206!!
S!R13_5!!!!RSMD1206!!RSMD1206-51,5%,1206!!
S!R13_6!!!!RSMD1206!!RSMD1206-51,5%,1206!!
S!R13_7!!!!RSMD1206!!RSMD1206-51,5%,1206!!
S!R13_8!!!!RSMD1206!!RSMD1206-51,5%,1206!!
S!R13_9!!!!RSMD1206!!RSMD1206-51,5%,1206!!
